id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews
16600049;RECOLETA, 3 AMBIENTES. ALQUILER TEMPORARIO!;109500848;Justina;RECOLETA;-3.458.961;-5.839.061;Entire home/apt;1674;60;0
16609934;Cozy and luminous apartment in Recoleta;21812982;Malena;RECOLETA;-3.458.601;-5.840.303;Entire home/apt;598;2;0
16618046;Calido Departamento en Recoleta para 6 personas;61065248;James;RECOLETA;-3.458.962;-5.839.471;Entire home/apt;5322;6;16
16632288;Hogar calido;107402058;Lucas;RECOLETA;-3.459.525;-5.840.551;Private room;718;2;161
16633641;DEPARTAMENTO 60 M2 MUY LUMINOSO;50146021;Jorge Walter;VILLA LUGANO;-3.466.616;-5.846.999;Entire home/apt;718;7;0
16634664;Habitaci«¸n privada 2 camas;63749626;Mar«a Alumin«∏;PALERMO;-3.456.629;-5.844.019;Private room;2392;1;0
16635687;Exceptional LOFT in Palermo Hollywood, unique!;109902999;Fernando Y/O Vanesa;PALERMO;-3.458.716;-584.375;Entire home/apt;2870;2;32
16635974;Nina Suites;16133446;Luis & Florencia;PALERMO;-3.459.217;-584.266;Entire home/apt;40659;2;44
16643256;Habitaci«¸n amplia, ba«Òo privado Palermo / Belgrano;109981065;Jorge;PALERMO;-3.457.312;-5.843.743;Private room;1315;1;20
16644914;Beautiful Little Room in Colonial House;31375534;Sabrina;SAN TELMO;-3.461.759;-5.837.407;Private room;837;3;36
16645840;Dormitorio con piscina en el centro de la ciudad;109785558;Ruthy;CHACARITA;-3.459.099;-5.844.581;Private room;957;2;1
16647269;Habitaci«¸n Privada muy luminosa;109466081;Liliana;PALERMO;-3.456.847;-5.844.745;Private room;15127;15;4
16647782;Super suite! Habitaci«¸n con living y kitch propia;22017481;Marina;BELGRANO;-345.586;-5.845.415;Private room;1315;2;1
16648430;Stylish & Spacious 3 BR Apt in Alto Palermo;100683317;Eva;PALERMO;-3.458.731;-5.841.427;Entire home/apt;11361;3;17
16649837;Dpto 43m2, Nuevo, 2 ambientes, 4 camas.;109889587;Ignacio;COLEGIALES;-345.776;-5.845.047;Entire home/apt;2272;4;51
16650600;Acogedora y luminosa habitaci«¸n centrica;12193108;Camila Y;ALMAGRO;-3.460.992;-5.842.729;Private room;1375;1;8
16658146;WONDERFUL & NEW - PALERMO WIFI;25100069;Fernanda;PALERMO;-3.458.527;-584.121;Entire home/apt;1076;3;43
16658323;Recycled 1st century PH aparthouse!;496757;Lucia;PALERMO;-3.458.047;-5.842.478;Entire home/apt;3588;6;1
16661481;Piso luminoso;110174763;Vanesa;ALMAGRO;-3.460.344;-5.841.464;Entire home/apt;1375;5;2
16663093;Awesome building and location Bs As;4088806;Dolores;COLEGIALES;-3.457.237;-5.844.333;Entire home/apt;3229;5;0
16669179;Super Studio in Recoleta II;5275041;Florencia;RECOLETA;-3.459.142;-583.883;Entire home/apt;3289;2;158
16673609;A metros de Obelisco, habitaci«¸n p/2;110311794;Fabian;SAN NICOLAS;-3.460.292;-5.838.172;Private room;1794;3;3
16673699;Apartamento de Super Lujo en Av Alvear;54617648;Alberto;RECOLETA;-3.459.063;-5.838.733;Entire home/apt;95668;5;0
16676145;Departamento en Palermo con vista espectacular!!;13139232;Carmen;PALERMO;-3.457.971;-5.841.658;Entire home/apt;2392;4;76
16676667;Departamento 2 ambientes, c«¸modo y bien ubicado;110351321;Inda;RECOLETA;-3.459.636;-5.840.548;Entire home/apt;777;4;3
16676800;"Spacious apt in the ""BARRIO TANGUERO"" of BA";46243410;Carlos;BALVANERA;-3.460.428;-584.117;Entire home/apt;4006;1;132
16677818;SUNNY,  FULL EQUIPPED  ARTISTIC ROOMS IN PALERMO;110361940;Alejo;PALERMO;-3.458.497;-584.275;Private room;538;2;1
16684640;Very Luminous and Quiet Department;109812962;Alejandro;PALERMO;-3.459.579;-584.209;Entire home/apt;478;1;0
16685472;Sentirse en casa cuando se encuentra lejos..;110454132;Victor;CABALLITO;-3.462.212;-5.843.807;Entire home/apt;3528;4;1
16686592;Pieza de LaTamy Leslie, en Espacio La Merk«∏n;110466568;LaTamy;SAN TELMO;-346.207;-5.837.338;Private room;5979;7;0
16686995;Luminosa  habitaci«¸n matrimonial   ba«Òo en suite;80521440;Cristina;RECOLETA;-3.458.979;-5.839.567;Private room;239;3;1
16688722;LUMINOSO Y SILENCIOSO EN EL CORAZON DE SOHO .;49480723;Delia Concepcion;PALERMO;-3.458.802;-5.843.037;Entire home/apt;5979;2;1
16689092;HERMOSA CASA DE TRES PISOS , EN PLENO SOHO ...;49480723;Delia Concepcion;PALERMO;-3.458.913;-5.843.555;Entire home/apt;16742;1;28
16691693;Un oasis de arte y descanso en la ciudad;90801434;Hernan;CONSTITUCION;-3.462.906;-5.838.764;Private room;1256;2;0
16692082;HEART OF PALERMO SOHO ,THE BEST COOL AND  SAFETY.;110361940;Alejo;PALERMO;-3.458.687;-5.842.769;Private room;538;3;3
16699038;SOHO RED LUXURY APARTMENT;54815374;Haylee;PALERMO;-3.458.509;-5.842.613;Entire home/apt;11181;4;43
16699158;Best view in the heart of San Telmo;13834947;Joaquin;SAN TELMO;-3.462.201;-5.837.483;Entire home/apt;2990;4;33
16700449;Hermoso departamento en la mejor ubicaci«¸n.;109227174;Eduaro;PALERMO;-3.458.139;-5.842.517;Entire home/apt;6218;3;1
16701811;Excelente departamento en Palermo.;492293;Martin;CHACARITA;-3.458.577;-5.844.446;Entire home/apt;837;5;18
16702516;Sobre avenida Santa Fe, 2 habitacione, soleado.;110642405;;PALERMO;-3.458.678;-5.841.247;Entire home/apt;2272;2;33
16702622;Gran casa. Arq, Nature, Confort. Ideal Grupos.;25694574;Arturo Blas;ALMAGRO;-3.460.986;-5.841.887;Entire home/apt;1495;4;29
16705329;casa tipo hostal , habitaciones comparartidas 3 ,4;110671599;Andres;NU•EZ;-3.455.291;-5.846.818;Shared room;179;15;0
16707517;Recoleta: 3 ambientes, gran terraza;110697278;Mariana;RECOLETA;-3.458.984;-5.839.412;Entire home/apt;1375;5;22
16710009;Palermo Minimalismo Aire y Luz Depto Entero 35 m∂˝;110659837;Natalia;PALERMO;-3.459.162;-5.842.161;Entire home/apt;1196;4;5
16710069;Departamento en Palermo Queen super luminoso!;12184043;Sidney;VILLA CRESPO;-3.459.971;-5.844.325;Entire home/apt;897;4;57
16715490;Luminoso studio Recoleta. Excelente ubicaci«¸n;110151554;Romina;RECOLETA;-3.458.768;-5.839.453;Entire home/apt;1614;3;27
16715540;Amplio y c«¸modo Depto bien ubicado. Inolvidable.;110775155;Ezequiel Ramiro;BELGRANO;-3.455.545;-5.846.101;Entire home/apt;1614;1;19
16717531;Artsy Apart w/amenities;110776807;Pedro;PALERMO;-3.458.691;-5.841.964;Entire home/apt;1794;3;37
16718859;Glamorous studio in Recoleta;65360872;Juana;RETIRO;-3.459.233;-5.838.613;Entire home/apt;2392;1;9
16719380;Modern Studio with private Balcony in San Telmo;110807487;Miriam;MONSERRAT;-3.461.489;-5.837.391;Entire home/apt;1794;2;68
16722485;Red studio in Recoleta;65360872;Juana;RETIRO;-3.459.174;-5.838.642;Entire home/apt;2810;1;4
16724539;Elegant Studio in Recoleta;65360872;Juana;RETIRO;-3.459.216;-5.838.399;Entire home/apt;2810;1;1
16724809;Amplio Loft de 50 m2, completo y gran ubicaci«¸n.;3345613;Fernando;COLEGIALES;-3.456.978;-5.844.741;Entire home/apt;2212;2;112
16724855;Hermoso departamento con estilo en el coraz«¸n de Recoleta;2796153;Bernadett;RECOLETA;-3.459.058;-5.839.077;Entire home/apt;11361;4;83
16730783;Espacioso, comodo por plaza Plaza San Martin;110557725;Maria;RETIRO;-3.459.245;-5.837.896;Entire home/apt;897;2;12
16733782;Calido y comodo departamento. Buena ubicaci«¸n!!!;110963611;Guido;COLEGIALES;-3.457.682;-5.844.652;Entire home/apt;1375;7;5
16735907;Bright & Spacious in Recoleta Amplio y Luminoso;110986565;Jill;RECOLETA;-3.459.069;-583.895;Entire home/apt;11899;4;15
16737704;Cuarto privado en una buen«sima ubicaci«¸n!;110557725;Maria;RETIRO;-3.459.148;-5.837.826;Private room;598;2;4
16745703;Hermoso monoambiente en Palermo Hollywood!!!!!;64394444;Alejandro;PALERMO;-3.458.099;-5.844.118;Entire home/apt;2750;2;17
16746048;Double bedroom, nice bright flat heart of Palermo;6965237;Juan;PALERMO;-3.458.939;-5.841.339;Private room;3767;3;0
16748183;Amplio y C«≠lido 2 Amb. Mucha Luz. CABALLITO/FLORES;57314298;Luciana;CABALLITO;-3.462.321;-5.845.486;Entire home/apt;1016;5;35
16748259;Beige Studio in Recoleta;65360872;Juana;RETIRO;-345.935;-5.838.089;Entire home/apt;2631;1;9
16748943;Italian Penthouse in Recoleta;65360872;Juana;RETIRO;-3.459.199;-5.838.602;Entire home/apt;3528;1;5
16752044;Beautiful home in the best part of Palermo;13102158;Alejandro;PALERMO;-3.458.801;-5.841.274;Entire home/apt;2990;3;5
16754929;BEAUTIFUL PRIVATE ROOM IN V. CRESPO;111177843;Elsa Noemi;VILLA CRESPO;-3.459.641;-5.844.445;Private room;777;2;59
16754932;Depto Estilo Loft, Obelisco-Netflix-WiFi-Lavadora;100683317;Eva;SAN NICOLAS;-3.460.728;-5.838.819;Entire home/apt;5979;3;5
16760800;Cozy 3 bedroom apartment in Recoleta;2796153;Bernadett;RECOLETA;-3.459.421;-5.839.299;Entire home/apt;7175;4;85
16761905;San Telm Panoramic view - 2 bedrooms;111246804;Rodolfo;SAN TELMO;-3.461.807;-5.836.926;Entire home/apt;1913;4;8
16762406;Barrancas de Belgrano 1 private room apartment;92342247;Hern«≠n;BELGRANO;-345.583;-5.845.352;Entire home/apt;4544;2;32
16763511;Privilege View in Great Location;48275978;Annie Y Fernando;NU•EZ;-3.454.966;-5.846.498;Entire home/apt;1854;23;9
16768436;Las Ca«Òitas Stylish flat;23449992;Pablo Gustavo;PALERMO;-3.457.108;-5.843.168;Entire home/apt;4006;2;49
16775689;Cozy bedr in Belgrano.Near subway River Plate view;45139632;Silvia;PALERMO;-3.456.601;-5.844.167;Private room;7773;1;29
16790848;Habitaci«¸n privada y luminosa con buena ubicaci«¸n;47926438;Laura;ALMAGRO;-3.460.314;-5.841.702;Private room;1794;2;0
16792008;Habitaci«¸n privada en Palermo;111593548;Mar«a Emilia;PALERMO;-3.458.669;-5.842.567;Private room;777;2;9
16792926;Incredible apartment Palermo;27656029;Diego;PALERMO;-3.458.596;-5.841.848;Entire home/apt;2392;2;19
16793759;Exclusivo Departamento en Recoleta;110133624;Martin;PALERMO;-3.458.218;-58.405;Entire home/apt;3887;3;8
16794845;Feel the beat of Buenos Aires;46243410;Carlos;BALVANERA;-3.459.822;-5.840.756;Entire home/apt;2691;1;15
16795665;The best view and light / 13th floor flat;24164949;Gonzalo Facundo;ALMAGRO;-3.460.144;-5.842.226;Entire home/apt;1794;4;0
16796740;SUNNY APARTMENT - PALERMO SOHO -4 PEOPLE- BALCONY;27752149;Marcela;PALERMO;-3.458.588;-5.842.423;Entire home/apt;2272;3;68
16796945;Cozy and beautifull apartment in Palermo Soho;111656452;Fran Y Jor;PALERMO;-3.458.726;-5.842.474;Entire home/apt;2272;4;16
16797752;Alquilo Impecable depto 160m 2 en Palermo;11638440;Marina;PALERMO;-3.458.229;-5.840.395;Entire home/apt;5979;7;1
16804640;2 Excelente ubicaci«¸n Buenos Aires;90593483;Asdf;SAN NICOLAS;-3.460.153;-5.837.537;Entire home/apt;957;5;9
16804851;Entire apt (3 bedrooms) in Belgrano;6960871;Marco;BELGRANO;-3.455.525;-5.845.814;Entire home/apt;5979;7;9
16805031;Habitaci«¸n luminosa en departamento de artista;98039789;Graciela;VILLA CRESPO;-3.460.043;-5.843.613;Private room;299;2;168
16805711;Huge bedroom in Palermo Soho;99534884;Pedro;PALERMO;-3.459.141;-5.842.592;Private room;1674;2;1
16806047;Beautiful bedroom in Palermo Soho;99534884;Pedro;PALERMO;-3.458.953;-5.842.623;Private room;897;2;6
16806079;Luminous apartment - 3 rooms with Great Views;64048752;Paco;PALERMO;-345.873;-584.237;Private room;1076;4;1
16806678;Duplex Lucila del Mar 4/5 personas;111759279;Mar«a;BELGRANO;-3.456.349;-5.845.692;Entire home/apt;15845;15;0
16806711;Stylish modern flat in Colegiales;18795423;Lucas;COLEGIALES;-3.457.132;-5.844.943;Entire home/apt;957;3;2
16808553;Best Location in Palermo-Buenos Aires 51m2;28865665;Horacio Jos«∏;PALERMO;-3.459.688;-5.841.665;Entire home/apt;2631;2;64
16808904;Nice apartment in the heart of Buenos Aires!;82048546;Lorena;SAN NICOLAS;-3.460.301;-5.838.002;Entire home/apt;1674;30;0
16813429;Cozy attic room in San Telmo;10325671;Jingwei;SAN TELMO;-3.462.025;-5.837.077;Private room;179;1;5
16822065;Spectacular terrace in Recoleta;65360872;Juana;RECOLETA;-3.458.963;-5.838.626;Entire home/apt;5979;5;0
16828903;DPTO. BOUTIQUE en excelente ubicaci«¸n!!;111992358;Mariana;MONSERRAT;-3.461.263;-5.838.357;Entire home/apt;1734;10;10
16837569;Premium Studio in @Palermo Soho, with balcony;112063255;Fernado;PALERMO;-3.458.456;-5.842.803;Entire home/apt;2810;1;42
16837661;Habitacion privada en el Barrio de Belgrano;112082109;Iris;BELGRANO;-345.638;-5.845.779;Private room;777;90;1
16842977;Bright duplex- Downtown;33669060;Meike;SAN NICOLAS;-3.460.121;-5.837.585;Entire home/apt;2990;2;39
16843510;Excelente loft en San Telmo;112142245;Sofia;SAN TELMO;-3.461.748;-5.837.068;Entire home/apt;1495;1;58
16844737;Puerto Madero  -  Exclusivo Departamento de Lujo;86486776;Silvia;PUERTO MADERO;-3.461.565;-5.836.174;Entire home/apt;20927;3;15
16844744;Gran monoambiente en el corazon de las Ca«Òitas;107902537;Carlos;PALERMO;-3.457.058;-5.843.221;Entire home/apt;4604;2;0
16852156;Habitaci«¸n amplia y c«¸moda en Nu§ez;112231762;Maria;NU•EZ;-3.455.629;-5.846.672;Private room;837;1;58
16852429;Moderno depto.con piscina, gym, seguridad, vista;49989693;Mariel;CHACARITA;-3.458.945;-58.45;Entire home/apt;2033;3;0
16854136;Depto para cuatro en Belgrano / Flat for four;10400633;Ana Martina;BELGRANO;-3.455.609;-5.845.932;Entire home/apt;2631;3;27
16855996;Apartamento en Recoleta, muy luminoso y seguro!;2807639;Estrella;RETIRO;-3.458.873;-5.838.399;Entire home/apt;2332;5;0
16857164;home in Buenos Aires;1982943;Lucia;ALMAGRO;-3.462.124;-5.842.521;Entire home/apt;1076;65;1
16858357;Elegant And Cozy Room close to UBA, best Location;33207495;Sidney;COGHLAN;-3.456.104;-5.846.821;Private room;1196;7;1
16866858;Friendly shared room in Belgrano! Great location!;112396160;Claudia;BELGRANO;-3.456.007;-5.845.441;Shared room;777;1;2
16867102;Fully equipped STUDIO in Recoleta / Brand new !;92501526;Agustin;RECOLETA;-345.925;-5.840.454;Entire home/apt;3588;2;7
16868526;Piellibre;105368923;Maricarmen;MONTE CASTRO;-34.615;-5.850.928;Entire home/apt;59195;5;0
16870241;Cozy apartment in the heart of buenos aires;99388199;Vanina;RETIRO;-3.459.711;-583.764;Entire home/apt;1495;7;0
16872008;Spacious and silent center of the city 3 people;1482817;Lorena;BALVANERA;-3.460.548;-5.839.308;Entire home/apt;2930;3;1
16877156;Bright & Spacious rooms in Belgrano / Nu§ez;33207495;Sidney;COGHLAN;-3.456.286;-584.678;Private room;897;3;0
16879176;Habitaci«¸n Twin con ba«Òo privado;5080344;Ba Stop;MONSERRAT;-3.460.961;-5.838.269;Hotel room;2691;1;7
16879440;Studio para dos personas. Confort y buen gusto;112303069;Celia;SAN NICOLAS;-346.074;-5.838.718;Entire home/apt;23140;4;34
16882483;Habitaci«¸n individual con ba«Òo privado en Palermo;13099205;Claudia;PALERMO;-3.458.863;-5.843.511;Private room;897;1;13
16883032;Nice single room in Palermo Soho close to subway;10425018;Eduardo;PALERMO;-3.458.627;-5.841.954;Private room;2511;2;5
16884453;Well located apartment with amenities;2476227;Carol;BELGRANO;-3.455.826;-5.845.571;Entire home/apt;3169;7;1
16884746;Recoleta Mall Village Square. Ideal single;110735780;Felix;RECOLETA;-345.933;-5.838.849;Shared room;359;2;1
16890085;Apartamento con terraza p/ 4 personas en Recoleta!;16396813;Joaquina;RECOLETA;-3.458.772;-583.907;Entire home/apt;777;15;0
16890329;Palermo Rosedal Studio;51841414;Guillermo;PALERMO;-3.457.897;-5.842.279;Entire home/apt;2631;1;22
16890623;Casa loft en Colegiales con terraza!;73440350;Valeria;COLEGIALES;-3.457.346;-584.579;Entire home/apt;4484;7;0
16891903;Casa de amigxs en Villa Crespo;111487379;Camila;VILLA CRESPO;-3.459.048;-5.844.158;Private room;299;1;10
16892341;MI REFUGIO;112693352;Miguel;FLORES;-3.462.685;-5.845.547;Private room;897;55;1
16897276;Excelente departamento cerca del Obelisco;112759037;Oscar;SAN NICOLAS;-3.460.542;-5.838.562;Entire home/apt;1495;3;16
16897549;Fully Equipped Apartment in Recoleta;12365480;Carolina;RECOLETA;-3.458.865;-5.839.953;Entire home/apt;1016;3;9
16897927;Enjoy BA in a cozy apartment. Beautiful view  !!;82048546;Lorena;RECOLETA;-3.459.727;-5.839.228;Entire home/apt;1794;30;0
16898164;Cuarto con ba«Òo en Almagro;101479596;Marina;ALMAGRO;-3.460.458;-5.842.689;Private room;658;3;6
16903898;Excellent apartment in the best location!!!;112117224;Ezequiel;PALERMO;-3.457.616;-5.843.219;Entire home/apt;598;1;30
16907034;Cama en Habitacion Triple - CasaCompartida Palermo;112852550;Casa Del Mundo;PALERMO;-3.457.738;-584.382;Shared room;359;1;2
16907302;Habitaci«¸n Individual - Casa Compartida #2 Palermo;112852550;Casa Del Mundo;PALERMO;-3.457.909;-5.843.671;Private room;598;2;3
16908196;Room for 1 or 2 people with private bathroom;1031723;Andrea;SAN TELMO;-3.461.879;-5.837.106;Private room;957;1;92
16911005;In Palermo, private room and bathroom.;106270771;Sebastian;PALERMO;-3.459.033;-5.842.629;Private room;1016;1;16
16912343;Modern Luxury  in Puerto Madero!;5035219;Genoveva;PUERTO MADERO;-3.461.937;-5.836.267;Entire home/apt;5860;4;7
16914197;Home sweet home / Hogar dulce hogar;112936367;Cecilia;LINIERS;-346.466;-5.850.396;Shared room;1076;1;1
16914428;Habitaci«¸n luminosa en Palermo;105496712;Romelia Y Mois«˘s;PALERMO;-3.458.949;-5.841.511;Private room;897;1;34
16916065;APARTMENT BA RECOLETA 2;12450540;Maria;RECOLETA;-3.459.001;-583.886;Entire home/apt;4783;1;58
16921545;Loft in Palermo SOHO - Great & SAFE Location!!!;758728;Mauricio;PALERMO;-3.459.225;-5.843.099;Entire home/apt;4126;7;7
16921858;Depto habitaci«¸n en suite-WiFi-Lavadora, Obelisco;100683317;Eva;SAN NICOLAS;-3.460.702;-5.838.708;Entire home/apt;3887;3;3
16922330;Cozy studio in top location!;10662981;Natalia;PALERMO;-3.459.008;-584.196;Entire home/apt;2631;4;32
16926685;Departamento centrico en Buenos Aires;113062146;Ana;SAN NICOLAS;-3.460.421;-5.838.396;Private room;2093;7;0
16927179;Hab. Privada con cama matrimonial en Belgrano;112082109;Iris;BELGRANO;-345.629;-5.845.606;Private room;897;90;0
16927550;Amplio departamento, Recoleta;113078851;Facundo;RECOLETA;-345.857;-5.840.582;Entire home/apt;2272;1;2
16928677;Great two floors apartment;15466789;Juan;PALERMO;-3.458.998;-5.843.485;Entire home/apt;8670;7;0
16929040;Espectacular depto en Recoleta;5325603;Cecilia;RECOLETA;-3.458.297;-5.839.936;Entire home/apt;1973;1;2
16929252;Cozy, old-fashioned apartment in Palermo;93339105;Camila;PALERMO;-3.458.222;-5.841.172;Entire home/apt;1076;7;20
16930588;Studio con Amplio Balc«¸n mejor ubicaci«¸n 3pax;106409023;Matt;BELGRANO;-3.455.966;-5.844.577;Entire home/apt;3588;2;6
16930691;Departamento con Terraza en Recoleta !!;35732241;Lucas;RECOLETA;-345.871;-5.840.152;Entire home/apt;2212;4;35
16931726;Spacious Loft w/Rooftop Terrace & BBQ Palermo Soho;19411503;Diana;PALERMO;-3.458.183;-5.842.638;Entire home/apt;2691;4;52
16937452;Cozy studio in a great location!;25413957;Daniel;VILLA CRESPO;-3.460.054;-5.843.283;Entire home/apt;1016;7;28
16938889;Fant«≠stica habitaci«¸n muy amplia c/ba«Òo priv.;7896087;Mirta;ALMAGRO;-3.459.918;-5.841.879;Private room;1674;7;10
16939373;2 Amb excelente ubicaci«¸n a mts de Cabildo y Juram;113113375;Antonia;BELGRANO;-345.612;-5.845.619;Entire home/apt;1495;2;116
16943058;Gay friendly double bed COGHLAN.;108889115;Carlos;VILLA URQUIZA;-3.456.563;-5.847.806;Private room;777;3;6
16943940;Full studio apartment in the heart of BsAs.;111636582;Ana;SAN NICOLAS;-3.459.914;-5.837.483;Entire home/apt;2990;3;7
16944269;Flat for rent in Palermo Soho, Buenos Aires;1240108;Vito;PALERMO;-3.458.845;-5.842.167;Entire home/apt;1614;7;0
16945918;Hermoso lugar;49089709;Juan;MONSERRAT;-3.461.378;-5.838.202;Shared room;478;1;0
16946609;Palermo Soho Apartment;103544476;Natalia;PALERMO;-3.458.651;-5.842.301;Entire home/apt;777;3;5
16946927;New Polo tower, lovely and cozy studio!!;3330756;Cecilia;PALERMO;-3.456.827;-5.843.517;Entire home/apt;2093;2;43
16947260;Confortable room in Recoleta;107811600;Maria Claudia;RECOLETA;-3.459.274;-5.839.835;Private room;957;3;4
16948366;Studio Palermo, with pool, jacuzzi and sauna.;113320185;Ra«ßl Pedro;PALERMO;-3.457.231;-5.843.175;Entire home/apt;1196;2;191
16951444;NICE  & Modern! 1 BR- Recoleta-Subway;1122327;Maria;RECOLETA;-3.459.221;-5.840.644;Entire home/apt;3049;5;4
16952494;Spacious, sunny flat, near pubs and tango venues;61855935;Sof«a;ALMAGRO;-3.459.863;-5.842.286;Entire home/apt;1016;3;8
16956087;Habitaci«¸n integrada en Palermo;105496712;Romelia Y Mois«˘s;PALERMO;-3.458.832;-584.133;Private room;1136;1;0
16959339;COZY APARTMENT AT BUENOS AIRES;85933041;Federico;RETIRO;-345.975;-5.837.867;Entire home/apt;2093;1;171
16970172;Casa Al Sudeste / Habitaci«¸n Privada;87015862;Casa Al Sudeste;BOCA;-3.463.171;-5.835.885;Private room;658;3;0
16970789;Casa Al Sudeste / Cama 2 en Habitaci«¸n Compartida;87015862;Casa Al Sudeste;BOCA;-3.463.638;-5.836.891;Shared room;598;2;0
16971914;Beautiful Apartment in Recoleta!;89336983;Guido;RECOLETA;-3.459.307;-5.839.771;Entire home/apt;2810;2;127
16974203;DEPTO PEGADO A LA RURAL! PALERMO! Embajada EE.UU!;32101897;Rodolfo Y Narella;PALERMO;-3.457.828;-584.236;Entire home/apt;4185;1;51
16975373;Departamento equipado full High Class / 3 personas;113568956;Federico;RECOLETA;-345.913;-5.841.107;Entire home/apt;1256;2;83
16980617;Brand new studio in the heart of Palermo Hollywood;16105034;Martin;PALERMO;-3.458.206;-5.843.126;Entire home/apt;3289;7;5
16983159;Alojamiento en casa de familia para 1 persona;113682569;Elizabeth;BOEDO;-3.463.073;-5.842.549;Private room;1495;1;11
16985059;Cozy Loft-Duplex in Villa Crespo;3145636;Jimmy;VILLA CRESPO;-3.459.636;-5.843.491;Entire home/apt;718;4;4
16987859;Tango Apartment;25333208;Ana;BALVANERA;-3.460.785;-5.841.171;Entire home/apt;299;5;83
16993274;DELUXE Studio in Recoleta;1507969;Lucho;RECOLETA;-345.866;-5.840.245;Entire home/apt;2451;3;97
16996603;Amplia habitaci«¸n en excelente ubicaci«¸n;113865167;Lucila;BELGRANO;-3.455.814;-5.846.507;Private room;239;1;0
16997177;Stylish studio-suite appartment. Best location.;4891220;Celeste;RECOLETA;-3.458.678;-5.839.557;Entire home/apt;1794;5;18
16998780;Cozy Apartment in Palermo - BEST LOCATION;113894706;Manuel;RECOLETA;-3.459.459;-5.841.357;Entire home/apt;2930;4;24
17004326;Loft a estrenar cerca de San Telmo y Congreso;45028628;Silvina;BALVANERA;-3.461.758;-583.951;Entire home/apt;1256;3;55
17005861;Bright studio, in the neighborhood of Congreso;66388514;Magdalena;BALVANERA;-346.147;-5.839.196;Entire home/apt;2332;2;28
17008892;Ideal studio in Recoleta;12470980;Daniel;RECOLETA;-3.459.839;-583.892;Entire home/apt;1794;1;127
17010090;Confortable departamento completo;76097098;Raul Luciano;ALMAGRO;-3.460.365;-5.841.523;Entire home/apt;1913;2;86
17011417;Cozy 1 Bdr Apt @ Balvanera - Great for Long stays!;9944323;Pablo;BALVANERA;-346.146;-5.840.219;Entire home/apt;1794;3;6
17012032;Quiet_nice & private room with open views;31946594;Gustavo;BOCA;-346.351;-5.836.939;Private room;1196;2;0
17012136;Luxury Studio Flat in Recoleta;9986683;Mariano;RECOLETA;-3.458.497;-5.838.839;Entire home/apt;4783;3;0
17012688;La comarca de Vito;56339310;Ignacio;PALERMO;-3.459.107;-5.841.201;Private room;718;1;1
17013090;Cozy & Quiet Apartment @ Palermo Soho;9944323;Pablo;PALERMO;-3.458.263;-5.842.507;Entire home/apt;1794;2;36
17013553;Apartment in the best part of Palermo;17791148;Jarrod, Felipe & Ami;PALERMO;-3.459.387;-5.842.918;Entire home/apt;1973;3;27
17020071;Lindo Studio con Balc«¸n muy bien ubicado p/2 pax;106409023;Matt;BELGRANO;-3.455.974;-5.844.809;Entire home/apt;2990;2;4
17021015;1 Bedroom Brand New Apartment in Palermo | BUE;61050043;C«∏sar;PALERMO;-3.456.353;-5.844.212;Entire home/apt;4783;7;2
17021638;Gorgeous bedroom in a massive house;99534884;Pedro;PALERMO;-3.459.107;-5.842.699;Private room;1136;1;3
17023558;Muy Luminoso Palermo Soho 2 amb para 30 d«as «¸ +;14597608;Luciana;PALERMO;-3.458.829;-5.842.331;Entire home/apt;2212;30;4
17025182;Depto pr«≠ctico e ideal para familias en Palermo;74513136;Kike;PALERMO;-3.458.952;-5.841.286;Entire home/apt;1016;4;73
17026928;Big apartment, very luminous with pool at the roof;6239785;Joaquin;NU•EZ;-3.454.386;-5.846.055;Entire home/apt;538;7;0
17027255;New Studio Torre Bellini;106669937;Andrea;RETIRO;-3.459.822;-5.837.892;Entire home/apt;2093;3;127
17028016;Departamento para una estad«a en Buenos Aires..;48527877;Yanina;MONSERRAT;-3.461.686;-5.838.481;Private room;598;3;0
17028361;UNA ESTADIA EN BUENOS AIRES...;48527877;Yanina;MONSERRAT;-3.461.669;-5.838.478;Private room;1973;3;0
17029190;Cozy room in Recoleta. Unique location and view;114239860;Eugenia;RECOLETA;-3.458.549;-5.839.645;Private room;897;2;23
17042999;Cosy apartment near Plaza G«¨emes, Palermo;114378211;Augusto;PALERMO;-3.458.932;-584.171;Entire home/apt;1794;14;7
17045251;ABASTO.BARRIO DE TANGO. CENTRO DE BUENOS AIRES;114399420;Monica;BALVANERA;-3.460.843;-5.840.904;Private room;897;7;1
17071769;A-pied «ˇ terre «ˇ Buenos Aires;13267157;Lisandro;RETIRO;-3.459.581;-5.837.556;Entire home/apt;1614;7;0
17074192;Hermoso depto en Recoleta;114543805;Maria Laura;RECOLETA;-3.458.585;-5.839.904;Entire home/apt;4006;2;9
17074751;Monoambiente luminoso en Belgrano;72686219;Juana;BELGRANO;-3.455.458;-5.845.553;Entire home/apt;897;2;15
17075144;Mi casa, tu casa;114545993;Tamara Florencia;SAN TELMO;-3.462.714;-5.837.543;Shared room;897;1;16
17076198;Luminoso estudio en Las Ca«Òitas, Palermo;114525021;Cristina;PALERMO;-3.457.376;-584.324;Entire home/apt;2093;3;25
